case_id,structure_id,replica,checkpoint_hash,model,manifest_sha256,runtime_sha256,model_B_valid,model_B_P_valid,correct_B_P_valid,scoring_belief,reference_value,normalization,U_modelB_modelP,U_correctB_modelP,regret_modelB,regret_correctB,repair_gain,expected_repair_from_regrets,identity_residual,aggregation_weight_modelB_regret,aggregation_weight_correctB_regret,aggregation_weight_repair
binary-12042:preset,binary-12042,0,,Qwen/Qwen3-4B-Instruct-2507,04c9c120ce18534fade06857fab15c0b146274e33006d67329d985963ad83caf,abda84fd68718990412fca34fae463a5d31fdd541d83214d1203d7c27d1d0023,True,True,True,teacher_posterior,1.3333333333333333,raw terminal own utility; no normalization,1.3333333333333333,0.0,0.0,1.3333333333333333,-1.3333333333333333,-1.3333333333333333,0.0,0.010416666666666666,0.010416666666666666,0.010416666666666666
binary-12066:voluntary,binary-12066,2,,Qwen/Qwen3-4B-Instruct-2507,04c9c120ce18534fade06857fab15c0b146274e33006d67329d985963ad83caf,abda84fd68718990412fca34fae463a5d31fdd541d83214d1203d7c27d1d0023,True,True,True,teacher_posterior,2.0,raw terminal own utility; no normalization,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.010416666666666666,0.010416666666666666,0.010416666666666666
binary-12088:preset,binary-12088,0,,Qwen/Qwen3-4B-Instruct-2507,04c9c120ce18534fade06857fab15c0b146274e33006d67329d985963ad83caf,abda84fd68718990412fca34fae463a5d31fdd541d83214d1203d7c27d1d0023,True,True,True,teacher_posterior,2.3333333333333335,raw terminal own utility; no normalization,1.6666666666666665,1.0,0.666666666666667,1.3333333333333335,-0.6666666666666665,-0.6666666666666665,0.0,0.010416666666666666,0.010416666666666666,0.010416666666666666
binary-12088:preset,binary-12088,1,,Qwen/Qwen3-4B-Instruct-2507,04c9c120ce18534fade06857fab15c0b146274e33006d67329d985963ad83caf,abda84fd68718990412fca34fae463a5d31fdd541d83214d1203d7c27d1d0023,True,True,True,teacher_posterior,2.3333333333333335,raw terminal own utility; no normalization,1.6666666666666665,1.0,0.666666666666667,1.3333333333333335,-0.6666666666666665,-0.6666666666666665,0.0,0.010416666666666666,0.010416666666666666,0.010416666666666666
binary-12088:preset,binary-12088,2,,Qwen/Qwen3-4B-Instruct-2507,04c9c120ce18534fade06857fab15c0b146274e33006d67329d985963ad83caf,abda84fd68718990412fca34fae463a5d31fdd541d83214d1203d7c27d1d0023,True,True,True,teacher_posterior,2.3333333333333335,raw terminal own utility; no normalization,1.6666666666666665,1.0,0.666666666666667,1.3333333333333335,-0.6666666666666665,-0.6666666666666665,0.0,0.010416666666666666,0.010416666666666666,0.010416666666666666
binary-12088:voluntary,binary-12088,0,,Qwen/Qwen3-4B-Instruct-2507,04c9c120ce18534fade06857fab15c0b146274e33006d67329d985963ad83caf,abda84fd68718990412fca34fae463a5d31fdd541d83214d1203d7c27d1d0023,True,True,True,teacher_posterior,2.0,raw terminal own utility; no normalization,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.010416666666666666,0.010416666666666666,0.010416666666666666
binary-12088:voluntary,binary-12088,1,,Qwen/Qwen3-4B-Instruct-2507,04c9c120ce18534fade06857fab15c0b146274e33006d67329d985963ad83caf,abda84fd68718990412fca34fae463a5d31fdd541d83214d1203d7c27d1d0023,True,True,True,teacher_posterior,2.0,raw terminal own utility; no normalization,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.010416666666666666,0.010416666666666666,0.010416666666666666
binary-12088:voluntary,binary-12088,2,,Qwen/Qwen3-4B-Instruct-2507,04c9c120ce18534fade06857fab15c0b146274e33006d67329d985963ad83caf,abda84fd68718990412fca34fae463a5d31fdd541d83214d1203d7c27d1d0023,True,True,True,teacher_posterior,2.0,raw terminal own utility; no normalization,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.010416666666666666,0.010416666666666666,0.010416666666666666
binary-12312:preset,binary-12312,0,,Qwen/Qwen3-4B-Instruct-2507,04c9c120ce18534fade06857fab15c0b146274e33006d67329d985963ad83caf,abda84fd68718990412fca34fae463a5d31fdd541d83214d1203d7c27d1d0023,True,True,True,teacher_posterior,2.3333333333333335,raw terminal own utility; no normalization,1.0,1.0,1.3333333333333335,1.3333333333333335,0.0,0.0,0.0,0.010416666666666666,0.010416666666666666,0.010416666666666666
binary-12312:preset,binary-12312,1,,Qwen/Qwen3-4B-Instruct-2507,04c9c120ce18534fade06857fab15c0b146274e33006d67329d985963ad83caf,abda84fd68718990412fca34fae463a5d31fdd541d83214d1203d7c27d1d0023,True,True,True,teacher_posterior,2.3333333333333335,raw terminal own utility; no normalization,1.0,1.0,1.3333333333333335,1.3333333333333335,0.0,0.0,0.0,0.010416666666666666,0.010416666666666666,0.010416666666666666
binary-12312:preset,binary-12312,2,,Qwen/Qwen3-4B-Instruct-2507,04c9c120ce18534fade06857fab15c0b146274e33006d67329d985963ad83caf,abda84fd68718990412fca34fae463a5d31fdd541d83214d1203d7c27d1d0023,True,True,True,teacher_posterior,2.3333333333333335,raw terminal own utility; no normalization,1.0,1.0,1.3333333333333335,1.3333333333333335,0.0,0.0,0.0,0.010416666666666666,0.010416666666666666,0.010416666666666666
binary-12312:voluntary,binary-12312,0,,Qwen/Qwen3-4B-Instruct-2507,04c9c120ce18534fade06857fab15c0b146274e33006d67329d985963ad83caf,abda84fd68718990412fca34fae463a5d31fdd541d83214d1203d7c27d1d0023,True,True,True,teacher_posterior,2.0,raw terminal own utility; no normalization,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.010416666666666666,0.010416666666666666,0.010416666666666666
binary-12312:voluntary,binary-12312,1,,Qwen/Qwen3-4B-Instruct-2507,04c9c120ce18534fade06857fab15c0b146274e33006d67329d985963ad83caf,abda84fd68718990412fca34fae463a5d31fdd541d83214d1203d7c27d1d0023,True,True,True,teacher_posterior,2.0,raw terminal own utility; no normalization,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.010416666666666666,0.010416666666666666,0.010416666666666666
binary-12312:voluntary,binary-12312,2,,Qwen/Qwen3-4B-Instruct-2507,04c9c120ce18534fade06857fab15c0b146274e33006d67329d985963ad83caf,abda84fd68718990412fca34fae463a5d31fdd541d83214d1203d7c27d1d0023,True,True,True,teacher_posterior,2.0,raw terminal own utility; no normalization,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.010416666666666666,0.010416666666666666,0.010416666666666666
binary-12504:preset,binary-12504,0,,Qwen/Qwen3-4B-Instruct-2507,04c9c120ce18534fade06857fab15c0b146274e33006d67329d985963ad83caf,abda84fd68718990412fca34fae463a5d31fdd541d83214d1203d7c27d1d0023,True,True,True,teacher_posterior,1.3333333333333333,raw terminal own utility; no normalization,-1.0,0.0,2.333333333333333,1.3333333333333333,1.0,0.9999999999999998,2.220446049250313e-16,0.010416666666666666,0.010416666666666666,0.010416666666666666
binary-12504:preset,binary-12504,1,,Qwen/Qwen3-4B-Instruct-2507,04c9c120ce18534fade06857fab15c0b146274e33006d67329d985963ad83caf,abda84fd68718990412fca34fae463a5d31fdd541d83214d1203d7c27d1d0023,True,True,True,teacher_posterior,1.3333333333333333,raw terminal own utility; no normalization,-1.0,0.0,2.333333333333333,1.3333333333333333,1.0,0.9999999999999998,2.220446049250313e-16,0.010416666666666666,0.010416666666666666,0.010416666666666666
binary-12504:preset,binary-12504,2,,Qwen/Qwen3-4B-Instruct-2507,04c9c120ce18534fade06857fab15c0b146274e33006d67329d985963ad83caf,abda84fd68718990412fca34fae463a5d31fdd541d83214d1203d7c27d1d0023,True,True,True,teacher_posterior,1.3333333333333333,raw terminal own utility; no normalization,-1.0,0.0,2.333333333333333,1.3333333333333333,1.0,0.9999999999999998,2.220446049250313e-16,0.010416666666666666,0.010416666666666666,0.010416666666666666
binary-12504:voluntary,binary-12504,0,,Qwen/Qwen3-4B-Instruct-2507,04c9c120ce18534fade06857fab15c0b146274e33006d67329d985963ad83caf,abda84fd68718990412fca34fae463a5d31fdd541d83214d1203d7c27d1d0023,True,True,True,teacher_posterior,1.0,raw terminal own utility; no normalization,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.010416666666666666,0.010416666666666666,0.010416666666666666
binary-12504:voluntary,binary-12504,1,,Qwen/Qwen3-4B-Instruct-2507,04c9c120ce18534fade06857fab15c0b146274e33006d67329d985963ad83caf,abda84fd68718990412fca34fae463a5d31fdd541d83214d1203d7c27d1d0023,True,True,True,teacher_posterior,1.0,raw terminal own utility; no normalization,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.010416666666666666,0.010416666666666666,0.010416666666666666
binary-12504:voluntary,binary-12504,2,,Qwen/Qwen3-4B-Instruct-2507,04c9c120ce18534fade06857fab15c0b146274e33006d67329d985963ad83caf,abda84fd68718990412fca34fae463a5d31fdd541d83214d1203d7c27d1d0023,True,True,True,teacher_posterior,1.0,raw terminal own utility; no normalization,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.010416666666666666,0.010416666666666666,0.010416666666666666
binary-12506:preset,binary-12506,0,,Qwen/Qwen3-4B-Instruct-2507,04c9c120ce18534fade06857fab15c0b146274e33006d67329d985963ad83caf,abda84fd68718990412fca34fae463a5d31fdd541d83214d1203d7c27d1d0023,True,True,True,teacher_posterior,2.3333333333333335,raw terminal own utility; no normalization,2.3333333333333335,1.6666666666666665,0.0,0.666666666666667,-0.666666666666667,-0.666666666666667,0.0,0.010416666666666666,0.010416666666666666,0.010416666666666666
binary-12506:preset,binary-12506,1,,Qwen/Qwen3-4B-Instruct-2507,04c9c120ce18534fade06857fab15c0b146274e33006d67329d985963ad83caf,abda84fd68718990412fca34fae463a5d31fdd541d83214d1203d7c27d1d0023,True,True,True,teacher_posterior,2.3333333333333335,raw terminal own utility; no normalization,2.3333333333333335,1.6666666666666665,0.0,0.666666666666667,-0.666666666666667,-0.666666666666667,0.0,0.010416666666666666,0.010416666666666666,0.010416666666666666
binary-12506:preset,binary-12506,2,,Qwen/Qwen3-4B-Instruct-2507,04c9c120ce18534fade06857fab15c0b146274e33006d67329d985963ad83caf,abda84fd68718990412fca34fae463a5d31fdd541d83214d1203d7c27d1d0023,True,True,True,teacher_posterior,2.3333333333333335,raw terminal own utility; no normalization,2.3333333333333335,1.6666666666666665,0.0,0.666666666666667,-0.666666666666667,-0.666666666666667,0.0,0.010416666666666666,0.010416666666666666,0.010416666666666666
binary-12506:voluntary,binary-12506,0,,Qwen/Qwen3-4B-Instruct-2507,04c9c120ce18534fade06857fab15c0b146274e33006d67329d985963ad83caf,abda84fd68718990412fca34fae463a5d31fdd541d83214d1203d7c27d1d0023,True,True,True,teacher_posterior,2.0,raw terminal own utility; no normalization,0.0,1.0,2.0,1.0,1.0,1.0,0.0,0.010416666666666666,0.010416666666666666,0.010416666666666666
binary-12506:voluntary,binary-12506,1,,Qwen/Qwen3-4B-Instruct-2507,04c9c120ce18534fade06857fab15c0b146274e33006d67329d985963ad83caf,abda84fd68718990412fca34fae463a5d31fdd541d83214d1203d7c27d1d0023,True,True,True,teacher_posterior,2.0,raw terminal own utility; no normalization,0.0,1.0,2.0,1.0,1.0,1.0,0.0,0.010416666666666666,0.010416666666666666,0.010416666666666666
binary-12506:voluntary,binary-12506,2,,Qwen/Qwen3-4B-Instruct-2507,04c9c120ce18534fade06857fab15c0b146274e33006d67329d985963ad83caf,abda84fd68718990412fca34fae463a5d31fdd541d83214d1203d7c27d1d0023,True,True,True,teacher_posterior,2.0,raw terminal own utility; no normalization,0.0,1.0,2.0,1.0,1.0,1.0,0.0,0.010416666666666666,0.010416666666666666,0.010416666666666666
binary-12540:preset,binary-12540,0,,Qwen/Qwen3-4B-Instruct-2507,04c9c120ce18534fade06857fab15c0b146274e33006d67329d985963ad83caf,abda84fd68718990412fca34fae463a5d31fdd541d83214d1203d7c27d1d0023,True,True,True,teacher_posterior,3.333333333333333,raw terminal own utility; no normalization,2.0,2.6666666666666665,1.333333333333333,0.6666666666666665,0.6666666666666665,0.6666666666666665,0.0,0.010416666666666666,0.010416666666666666,0.010416666666666666
binary-12540:preset,binary-12540,1,,Qwen/Qwen3-4B-Instruct-2507,04c9c120ce18534fade06857fab15c0b146274e33006d67329d985963ad83caf,abda84fd68718990412fca34fae463a5d31fdd541d83214d1203d7c27d1d0023,True,True,True,teacher_posterior,3.333333333333333,raw terminal own utility; no normalization,2.0,2.6666666666666665,1.333333333333333,0.6666666666666665,0.6666666666666665,0.6666666666666665,0.0,0.010416666666666666,0.010416666666666666,0.010416666666666666
binary-12540:preset,binary-12540,2,,Qwen/Qwen3-4B-Instruct-2507,04c9c120ce18534fade06857fab15c0b146274e33006d67329d985963ad83caf,abda84fd68718990412fca34fae463a5d31fdd541d83214d1203d7c27d1d0023,True,True,True,teacher_posterior,3.333333333333333,raw terminal own utility; no normalization,2.0,2.6666666666666665,1.333333333333333,0.6666666666666665,0.6666666666666665,0.6666666666666665,0.0,0.010416666666666666,0.010416666666666666,0.010416666666666666
binary-12540:voluntary,binary-12540,0,,Qwen/Qwen3-4B-Instruct-2507,04c9c120ce18534fade06857fab15c0b146274e33006d67329d985963ad83caf,abda84fd68718990412fca34fae463a5d31fdd541d83214d1203d7c27d1d0023,True,True,True,teacher_posterior,3.0,raw terminal own utility; no normalization,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.010416666666666666,0.010416666666666666,0.010416666666666666
binary-12540:voluntary,binary-12540,1,,Qwen/Qwen3-4B-Instruct-2507,04c9c120ce18534fade06857fab15c0b146274e33006d67329d985963ad83caf,abda84fd68718990412fca34fae463a5d31fdd541d83214d1203d7c27d1d0023,True,True,True,teacher_posterior,3.0,raw terminal own utility; no normalization,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.010416666666666666,0.010416666666666666,0.010416666666666666
binary-12540:voluntary,binary-12540,2,,Qwen/Qwen3-4B-Instruct-2507,04c9c120ce18534fade06857fab15c0b146274e33006d67329d985963ad83caf,abda84fd68718990412fca34fae463a5d31fdd541d83214d1203d7c27d1d0023,True,True,True,teacher_posterior,3.0,raw terminal own utility; no normalization,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.010416666666666666,0.010416666666666666,0.010416666666666666
binary-12686:preset,binary-12686,0,,Qwen/Qwen3-4B-Instruct-2507,04c9c120ce18534fade06857fab15c0b146274e33006d67329d985963ad83caf,abda84fd68718990412fca34fae463a5d31fdd541d83214d1203d7c27d1d0023,True,True,True,teacher_posterior,1.3333333333333333,raw terminal own utility; no normalization,0.0,0.0,1.3333333333333333,1.3333333333333333,0.0,0.0,0.0,0.010416666666666666,0.010416666666666666,0.010416666666666666
binary-12686:preset,binary-12686,1,,Qwen/Qwen3-4B-Instruct-2507,04c9c120ce18534fade06857fab15c0b146274e33006d67329d985963ad83caf,abda84fd68718990412fca34fae463a5d31fdd541d83214d1203d7c27d1d0023,True,True,True,teacher_posterior,1.3333333333333333,raw terminal own utility; no normalization,0.0,0.0,1.3333333333333333,1.3333333333333333,0.0,0.0,0.0,0.010416666666666666,0.010416666666666666,0.010416666666666666
binary-12686:preset,binary-12686,2,,Qwen/Qwen3-4B-Instruct-2507,04c9c120ce18534fade06857fab15c0b146274e33006d67329d985963ad83caf,abda84fd68718990412fca34fae463a5d31fdd541d83214d1203d7c27d1d0023,True,True,True,teacher_posterior,1.3333333333333333,raw terminal own utility; no normalization,0.0,0.0,1.3333333333333333,1.3333333333333333,0.0,0.0,0.0,0.010416666666666666,0.010416666666666666,0.010416666666666666
binary-12686:voluntary,binary-12686,0,,Qwen/Qwen3-4B-Instruct-2507,04c9c120ce18534fade06857fab15c0b146274e33006d67329d985963ad83caf,abda84fd68718990412fca34fae463a5d31fdd541d83214d1203d7c27d1d0023,True,True,True,teacher_posterior,1.0,raw terminal own utility; no normalization,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.010416666666666666,0.010416666666666666,0.010416666666666666
binary-12686:voluntary,binary-12686,1,,Qwen/Qwen3-4B-Instruct-2507,04c9c120ce18534fade06857fab15c0b146274e33006d67329d985963ad83caf,abda84fd68718990412fca34fae463a5d31fdd541d83214d1203d7c27d1d0023,True,True,True,teacher_posterior,1.0,raw terminal own utility; no normalization,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.010416666666666666,0.010416666666666666,0.010416666666666666
binary-12686:voluntary,binary-12686,2,,Qwen/Qwen3-4B-Instruct-2507,04c9c120ce18534fade06857fab15c0b146274e33006d67329d985963ad83caf,abda84fd68718990412fca34fae463a5d31fdd541d83214d1203d7c27d1d0023,True,True,True,teacher_posterior,1.0,raw terminal own utility; no normalization,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.010416666666666666,0.010416666666666666,0.010416666666666666
linear-12031:preset,linear-12031,0,,Qwen/Qwen3-4B-Instruct-2507,04c9c120ce18534fade06857fab15c0b146274e33006d67329d985963ad83caf,abda84fd68718990412fca34fae463a5d31fdd541d83214d1203d7c27d1d0023,True,True,True,teacher_posterior,5.0,raw terminal own utility; no normalization,3.0,3.0,2.0,2.0,0.0,0.0,0.0,0.010416666666666666,0.010416666666666666,0.010416666666666666
linear-12031:preset,linear-12031,1,,Qwen/Qwen3-4B-Instruct-2507,04c9c120ce18534fade06857fab15c0b146274e33006d67329d985963ad83caf,abda84fd68718990412fca34fae463a5d31fdd541d83214d1203d7c27d1d0023,True,True,True,teacher_posterior,5.0,raw terminal own utility; no normalization,3.0,3.0,2.0,2.0,0.0,0.0,0.0,0.010416666666666666,0.010416666666666666,0.010416666666666666
linear-12031:preset,linear-12031,2,,Qwen/Qwen3-4B-Instruct-2507,04c9c120ce18534fade06857fab15c0b146274e33006d67329d985963ad83caf,abda84fd68718990412fca34fae463a5d31fdd541d83214d1203d7c27d1d0023,True,True,True,teacher_posterior,5.0,raw terminal own utility; no normalization,3.0,3.0,2.0,2.0,0.0,0.0,0.0,0.010416666666666666,0.010416666666666666,0.010416666666666666
linear-12031:voluntary,linear-12031,0,,Qwen/Qwen3-4B-Instruct-2507,04c9c120ce18534fade06857fab15c0b146274e33006d67329d985963ad83caf,abda84fd68718990412fca34fae463a5d31fdd541d83214d1203d7c27d1d0023,True,True,True,teacher_posterior,4.5,raw terminal own utility; no normalization,3.0,3.0,1.5,1.5,0.0,0.0,0.0,0.010416666666666666,0.010416666666666666,0.010416666666666666
linear-12031:voluntary,linear-12031,1,,Qwen/Qwen3-4B-Instruct-2507,04c9c120ce18534fade06857fab15c0b146274e33006d67329d985963ad83caf,abda84fd68718990412fca34fae463a5d31fdd541d83214d1203d7c27d1d0023,True,True,True,teacher_posterior,4.5,raw terminal own utility; no normalization,3.0,3.0,1.5,1.5,0.0,0.0,0.0,0.010416666666666666,0.010416666666666666,0.010416666666666666
linear-12031:voluntary,linear-12031,2,,Qwen/Qwen3-4B-Instruct-2507,04c9c120ce18534fade06857fab15c0b146274e33006d67329d985963ad83caf,abda84fd68718990412fca34fae463a5d31fdd541d83214d1203d7c27d1d0023,True,True,True,teacher_posterior,4.5,raw terminal own utility; no normalization,3.0,3.0,1.5,1.5,0.0,0.0,0.0,0.010416666666666666,0.010416666666666666,0.010416666666666666
linear-12073:preset,linear-12073,0,,Qwen/Qwen3-4B-Instruct-2507,04c9c120ce18534fade06857fab15c0b146274e33006d67329d985963ad83caf,abda84fd68718990412fca34fae463a5d31fdd541d83214d1203d7c27d1d0023,True,True,True,teacher_posterior,1.6666666666666665,raw terminal own utility; no normalization,0.0,0.0,1.6666666666666665,1.6666666666666665,0.0,0.0,0.0,0.010416666666666666,0.010416666666666666,0.010416666666666666
linear-12073:preset,linear-12073,1,,Qwen/Qwen3-4B-Instruct-2507,04c9c120ce18534fade06857fab15c0b146274e33006d67329d985963ad83caf,abda84fd68718990412fca34fae463a5d31fdd541d83214d1203d7c27d1d0023,True,True,True,teacher_posterior,1.6666666666666665,raw terminal own utility; no normalization,0.0,0.0,1.6666666666666665,1.6666666666666665,0.0,0.0,0.0,0.010416666666666666,0.010416666666666666,0.010416666666666666
linear-12073:preset,linear-12073,2,,Qwen/Qwen3-4B-Instruct-2507,04c9c120ce18534fade06857fab15c0b146274e33006d67329d985963ad83caf,abda84fd68718990412fca34fae463a5d31fdd541d83214d1203d7c27d1d0023,True,True,True,teacher_posterior,1.6666666666666665,raw terminal own utility; no normalization,0.0,0.0,1.6666666666666665,1.6666666666666665,0.0,0.0,0.0,0.010416666666666666,0.010416666666666666,0.010416666666666666
linear-12073:voluntary,linear-12073,0,,Qwen/Qwen3-4B-Instruct-2507,04c9c120ce18534fade06857fab15c0b146274e33006d67329d985963ad83caf,abda84fd68718990412fca34fae463a5d31fdd541d83214d1203d7c27d1d0023,True,True,True,teacher_posterior,1.0,raw terminal own utility; no normalization,0.0,-0.5,1.0,1.5,-0.5,-0.5,0.0,0.010416666666666666,0.010416666666666666,0.010416666666666666
linear-12073:voluntary,linear-12073,1,,Qwen/Qwen3-4B-Instruct-2507,04c9c120ce18534fade06857fab15c0b146274e33006d67329d985963ad83caf,abda84fd68718990412fca34fae463a5d31fdd541d83214d1203d7c27d1d0023,True,True,True,teacher_posterior,1.0,raw terminal own utility; no normalization,0.0,-0.5,1.0,1.5,-0.5,-0.5,0.0,0.010416666666666666,0.010416666666666666,0.010416666666666666
linear-12073:voluntary,linear-12073,2,,Qwen/Qwen3-4B-Instruct-2507,04c9c120ce18534fade06857fab15c0b146274e33006d67329d985963ad83caf,abda84fd68718990412fca34fae463a5d31fdd541d83214d1203d7c27d1d0023,True,True,True,teacher_posterior,1.0,raw terminal own utility; no normalization,0.0,-0.5,1.0,1.5,-0.5,-0.5,0.0,0.010416666666666666,0.010416666666666666,0.010416666666666666
linear-12231:preset,linear-12231,0,,Qwen/Qwen3-4B-Instruct-2507,04c9c120ce18534fade06857fab15c0b146274e33006d67329d985963ad83caf,abda84fd68718990412fca34fae463a5d31fdd541d83214d1203d7c27d1d0023,True,True,True,teacher_posterior,2.333333333333333,raw terminal own utility; no normalization,0.0,0.0,2.333333333333333,2.333333333333333,0.0,0.0,0.0,0.010416666666666666,0.010416666666666666,0.010416666666666666
linear-12231:preset,linear-12231,1,,Qwen/Qwen3-4B-Instruct-2507,04c9c120ce18534fade06857fab15c0b146274e33006d67329d985963ad83caf,abda84fd68718990412fca34fae463a5d31fdd541d83214d1203d7c27d1d0023,True,True,True,teacher_posterior,2.333333333333333,raw terminal own utility; no normalization,0.0,0.0,2.333333333333333,2.333333333333333,0.0,0.0,0.0,0.010416666666666666,0.010416666666666666,0.010416666666666666
